,CustomerID,R_Value,F_Value,M_Value,R_Score,F_Score,M_Score,Segment,Country
915,13575.0,3144.0,46,1975069.1209998655,4,3,2,Potential Loyalist,United Kingdom
916,13576.0,3131.0,126,1981786.4609998686,5,5,2,Customers needing Attention,United Kingdom
917,13577.0,3146.0,83,1983474.0609998694,4,4,2,Customers needing Attention,United Kingdom
918,13579.0,3135.0,23,1983941.10099987,5,2,2,Potential Loyalist,United Kingdom
919,13581.0,3430.0,10,1984059.10099987,1,1,2,Hibernating,United Kingdom
920,13583.0,3276.0,53,1984840.13099987,2,3,2,Customers needing Attention,United Kingdom
921,13584.0,3427.0,24,1984982.5309998693,1,2,2,At Risk,United Kingdom
922,13587.0,3184.0,8,1985694.9309998692,3,1,2,Potential Loyalist,United Kingdom
923,13588.0,3136.0,174,1988173.880999871,4,5,2,Customers needing Attention,United Kingdom
924,13589.0,3135.0,21,1988553.530999871,5,2,2,Potential Loyalist,United Kingdom
925,13590.0,3132.0,87,1990535.4509998714,5,4,2,Customers needing Attention,United Kingdom
926,13591.0,3185.0,58,1991652.5809998708,3,3,2,Potential Loyalist,United Kingdom
927,13592.0,3156.0,16,1991900.5409998712,3,2,2,Potential Loyalist,United Kingdom
928,13593.0,3229.0,128,1993937.6209998692,2,5,2,At Risk,United Kingdom
929,13594.0,3173.0,26,1994334.590999869,3,2,2,Potential Loyalist,United Kingdom
930,13596.0,3126.0,166,1995031.630999868,5,5,2,Customers needing Attention,United Kingdom
931,13598.0,3168.0,40,1995211.800999868,3,3,2,Potential Loyalist,United Kingdom
932,13599.0,3122.0,247,2000365.4709998714,5,5,2,Customers needing Attention,United Kingdom
933,13600.0,3433.0,19,2000584.9909998714,1,2,2,At Risk,United Kingdom
934,13601.0,3166.0,99,2001278.3109998705,3,4,2,Customers needing Attention,United Kingdom
935,13602.0,3185.0,23,2001707.2009998702,3,2,2,Potential Loyalist,United Kingdom
936,13603.0,3147.0,27,2001871.54099987,4,2,2,Potential Loyalist,United Kingdom
937,13606.0,3150.0,43,2002152.08099987,4,3,2,Potential Loyalist,United Kingdom
938,13607.0,3161.0,98,2002830.0909998682,3,4,2,Customers needing Attention,United Kingdom
939,13610.0,3133.0,226,2003961.970999864,5,5,2,Customers needing Attention,United Kingdom
940,13611.0,3210.0,74,2005133.7709998637,2,4,2,At Risk,United Kingdom
941,13614.0,3145.0,201,2006744.2309998623,4,5,2,Customers needing Attention,United Kingdom
942,13615.0,3439.0,23,2007161.9209998623,1,2,2,At Risk,United Kingdom
943,13617.0,3161.0,44,2007706.1009998617,3,3,2,Potential Loyalist,United Kingdom
944,13618.0,3294.0,13,2007883.4409998618,2,1,2,About to Sleep,United Kingdom
945,13621.0,3237.0,19,2008097.2909998617,2,2,2,Customers needing Attention,United Kingdom
946,13623.0,3151.0,81,2008845.070999861,4,4,2,Customers needing Attention,United Kingdom
947,13626.0,3373.0,19,2009102.3009998605,1,2,2,At Risk,United Kingdom
948,13627.0,3180.0,92,2010740.7709998605,3,4,2,Customers needing Attention,United Kingdom
949,13629.0,3144.0,59,2018533.130999861,4,4,2,Customers needing Attention,United Kingdom
950,13630.0,3126.0,71,2020564.9109998604,5,4,2,Customers needing Attention,United Kingdom
951,13631.0,3220.0,11,2023635.3309998603,2,1,2,About to Sleep,United Kingdom
952,13632.0,3145.0,146,2025756.6009998575,4,5,2,Customers needing Attention,United Kingdom
953,13634.0,3154.0,188,2027331.7609998563,3,5,2,Customers needing Attention,United Kingdom
954,13635.0,3188.0,62,2028402.790999856,3,4,2,Customers needing Attention,United Kingdom
955,13636.0,3157.0,63,2029351.9109998555,3,4,2,Customers needing Attention,United Kingdom
956,13637.0,3173.0,101,2030162.4109998564,3,4,2,Customers needing Attention,United Kingdom
957,13638.0,3136.0,8,2030285.0509998568,4,1,2,Potential Loyalist,United Kingdom
958,13639.0,3195.0,40,2031318.3909998569,2,3,2,Customers needing Attention,United Kingdom
959,13642.0,3336.0,66,2031673.190999856,1,4,2,At Risk,United Kingdom
960,13643.0,3152.0,28,2032192.6309998564,4,2,2,Potential Loyalist,United Kingdom
961,13644.0,3137.0,146,2034816.8909998566,4,5,2,Customers needing Attention,United Kingdom
962,13645.0,3241.0,5,2035068.9909998565,2,1,2,About to Sleep,United Kingdom
963,13647.0,3130.0,79,2036747.1109998557,5,4,2,Customers needing Attention,United Kingdom
964,13649.0,3377.0,23,2037093.7109998555,1,2,2,At Risk,United Kingdom
965,13650.0,3137.0,96,2038930.0509998552,4,4,2,Customers needing Attention,United Kingdom
966,13651.0,3156.0,6,2039024.2509998549,3,1,2,Potential Loyalist,United Kingdom
967,13652.0,3166.0,63,2040119.3309998543,3,4,2,Customers needing Attention,United Kingdom
968,13654.0,3164.0,166,2042826.660999853,3,5,2,Customers needing Attention,United Kingdom
969,13655.0,3235.0,56,2043759.6309998531,2,3,2,Customers needing Attention,United Kingdom
970,13656.0,3285.0,49,2044139.2809998526,2,3,2,Customers needing Attention,United Kingdom
971,13657.0,3131.0,16,2044521.420999853,5,2,2,Potential Loyalist,United Kingdom
972,13658.0,3130.0,108,2047160.590999854,5,4,2,Customers needing Attention,United Kingdom
973,13659.0,3326.0,104,2048733.7909998524,1,4,2,At Risk,United Kingdom
974,13662.0,3206.0,53,2049631.5509998526,2,3,2,Customers needing Attention,United Kingdom
975,13663.0,3300.0,13,2049821.0209998526,2,1,2,About to Sleep,United Kingdom
976,13666.0,3181.0,12,2049905.6709998522,3,1,2,Potential Loyalist,United Kingdom
977,13667.0,3270.0,87,2050210.6909998504,2,4,2,At Risk,United Kingdom
978,13668.0,3123.0,470,2056574.2809998435,5,5,2,Customers needing Attention,United Kingdom
979,13669.0,3171.0,9,2056792.8309998435,3,1,2,Potential Loyalist,United Kingdom
980,13670.0,3196.0,25,2057142.5309998435,2,2,2,Customers needing Attention,United Kingdom
981,13672.0,3422.0,6,2057328.9209998436,1,1,2,Hibernating,United Kingdom
982,13673.0,3139.0,65,2057725.840999842,4,4,2,Customers needing Attention,United Kingdom
983,13675.0,3272.0,25,2058212.660999842,2,2,2,Customers needing Attention,United Kingdom
984,13678.0,3272.0,16,2058445.2609998423,2,2,2,Customers needing Attention,United Kingdom
985,13680.0,3122.0,195,2062167.6809998432,5,5,2,Customers needing Attention,United Kingdom
986,13681.0,3138.0,57,2062995.5109998425,4,3,2,Potential Loyalist,United Kingdom
987,13682.0,3308.0,3,2063055.0109998425,1,1,2,Hibernating,United Kingdom
988,13684.0,3406.0,30,2063122.2409998425,1,3,2,At Risk,United Kingdom
989,13685.0,3123.0,39,2066241.6809998408,5,3,2,Potential Loyalist,United Kingdom
990,13686.0,3303.0,8,2066313.6809998408,1,1,2,Hibernating,United Kingdom
991,13689.0,3184.0,6,2067223.6809998408,3,1,2,Potential Loyalist,United Kingdom
992,13690.0,3180.0,9,2067395.9309998408,3,1,2,Potential Loyalist,United Kingdom
993,13692.0,3145.0,53,2068884.2509998418,4,3,2,Potential Loyalist,United Kingdom
994,13694.0,3124.0,568,2133923.870999839,5,5,2,Customers needing Attention,United Kingdom
995,13695.0,3152.0,90,2136428.0009998395,4,4,2,Customers needing Attention,United Kingdom
996,13697.0,3159.0,12,2136579.30099984,3,1,2,Potential Loyalist,United Kingdom
997,13699.0,3276.0,14,2136887.880999839,2,1,2,About to Sleep,United Kingdom
998,13700.0,3147.0,197,2139153.000999846,4,5,2,Customers needing Attention,United Kingdom
999,13703.0,3439.0,1,2139252.500999846,1,1,2,Hibernating,United Kingdom
1000,13704.0,3126.0,134,2141560.5609998475,5,5,2,Customers needing Attention,United Kingdom
1001,13705.0,3128.0,28,2142272.4209998474,5,2,2,Potential Loyalist,United Kingdom
1002,13706.0,3423.0,20,2142603.2109998465,1,2,2,At Risk,United Kingdom
1003,13707.0,3388.0,48,2143409.620999849,1,3,2,At Risk,United Kingdom
1004,13708.0,3392.0,51,2143706.500999851,1,3,2,At Risk,United Kingdom
1005,13709.0,3124.0,336,2150034.55099985,5,5,2,Customers needing Attention,United Kingdom
1006,13710.0,3152.0,8,2150215.03099985,4,1,2,Potential Loyalist,United Kingdom
1007,13711.0,3339.0,13,2150467.09099985,1,1,2,Hibernating,United Kingdom
1008,13712.0,3367.0,10,2150695.93099985,1,1,2,Hibernating,United Kingdom
1009,13715.0,3402.0,105,2151775.2709998502,1,4,2,At Risk,United Kingdom
1010,13716.0,3390.0,21,2151913.5509998496,1,2,2,At Risk,United Kingdom
1011,13717.0,3153.0,102,2153358.5609998507,4,4,2,Customers needing Attention,United Kingdom
1012,13718.0,3367.0,12,2153665.110999851,1,1,2,Hibernating,United Kingdom
1013,13719.0,3136.0,60,2154706.790999851,4,4,2,Customers needing Attention,United Kingdom
1014,13720.0,3237.0,43,2155506.690999851,2,3,2,Customers needing Attention,United Kingdom
1015,13721.0,3157.0,28,2156030.8309998508,3,2,2,Potential Loyalist,United Kingdom
1016,13722.0,3252.0,85,2158406.240999851,2,4,2,At Risk,United Kingdom
1017,13723.0,3338.0,6,2158606.0909998515,1,1,2,Hibernating,United Kingdom
1018,13725.0,3170.0,104,2160586.6509998534,3,4,2,Customers needing Attention,United Kingdom
1019,13726.0,3159.0,42,2161666.310999852,3,3,2,Potential Loyalist,United Kingdom
1020,13727.0,3149.0,20,2161999.790999853,4,2,2,Potential Loyalist,United Kingdom
1021,13728.0,3157.0,63,2163015.9309998513,3,4,2,Customers needing Attention,United Kingdom
1022,13730.0,3256.0,43,2163768.530999851,2,3,2,Customers needing Attention,United Kingdom
1023,13731.0,3340.0,38,2164379.1209998513,1,3,2,At Risk,United Kingdom
1024,13732.0,3149.0,33,2164870.980999853,4,3,2,Potential Loyalist,United Kingdom
1025,13735.0,3145.0,196,2167756.2209998546,4,5,2,Customers needing Attention,United Kingdom
1026,13736.0,3126.0,191,2168488.1209998615,5,5,2,Customers needing Attention,United Kingdom
1027,13737.0,3321.0,30,2168827.720999863,1,3,2,At Risk,United Kingdom
1028,13739.0,3139.0,3,2169044.620999863,4,1,2,Potential Loyalist,United Kingdom
1029,13740.0,3361.0,23,2169395.370999864,1,2,2,At Risk,United Kingdom
1030,13741.0,3192.0,34,2170063.800999865,3,3,2,Potential Loyalist,United Kingdom
1031,13742.0,3137.0,321,2173194.820999873,4,5,2,Customers needing Attention,United Kingdom
1032,13743.0,3123.0,41,2174536.420999872,5,3,2,Potential Loyalist,United Kingdom
1033,13744.0,3216.0,72,2175692.7809998714,2,4,2,At Risk,United Kingdom
1034,13745.0,3283.0,25,2175992.8209998724,2,2,2,Customers needing Attention,United Kingdom
1035,13747.0,3494.0,1,2176072.4209998725,1,1,2,Hibernating,United Kingdom
1036,13748.0,3216.0,28,2177020.670999872,2,2,2,Customers needing Attention,United Kingdom
1037,13750.0,3174.0,24,2178667.9309998713,3,2,2,Potential Loyalist,United Kingdom
1038,13751.0,3409.0,9,2178964.1809998723,1,1,2,Hibernating,United Kingdom
1039,13752.0,3245.0,76,2180150.4609998716,2,4,2,At Risk,United Kingdom
1040,13753.0,3408.0,35,2180891.720999871,1,3,2,At Risk,United Kingdom
1041,13754.0,3272.0,12,2181174.320999871,2,1,2,About to Sleep,United Kingdom
1042,13755.0,3124.0,342,2183335.6709998804,5,5,2,Customers needing Attention,United Kingdom
1043,13756.0,3123.0,142,2188525.1909998846,5,5,2,Customers needing Attention,United Kingdom
1044,13758.0,3132.0,117,2191715.7409998844,5,4,2,Customers needing Attention,United Kingdom
1045,13759.0,3154.0,25,2192375.1509998846,3,2,2,Potential Loyalist,United Kingdom
1046,13760.0,3175.0,57,2192661.940999885,3,3,2,Potential Loyalist,United Kingdom
1047,13761.0,3171.0,70,2193732.590999885,3,4,2,Customers needing Attention,United Kingdom
1048,13762.0,3339.0,7,2194039.310999885,1,1,2,Hibernating,United Kingdom
1049,13763.0,3184.0,15,2195754.270999886,3,2,2,Potential Loyalist,United Kingdom
1050,13764.0,3191.0,208,2197276.030999887,3,5,2,Customers needing Attention,United Kingdom
1051,13767.0,3123.0,368,2214496.3909998992,5,5,2,Customers needing Attention,United Kingdom
1052,13769.0,3123.0,135,2217292.9009999065,5,5,2,Customers needing Attention,United Kingdom
1053,13771.0,3185.0,119,2219927.3509999057,3,4,2,Customers needing Attention,United Kingdom
1054,13772.0,3154.0,177,2221059.480999906,3,5,2,Customers needing Attention,United Kingdom
1055,13774.0,3202.0,22,2221404.480999907,2,2,2,Customers needing Attention,United Kingdom
1056,13777.0,3121.0,197,2247381.6409999076,5,5,2,Customers needing Attention,United Kingdom
1057,13778.0,3224.0,9,2247560.340999908,2,1,2,About to Sleep,United Kingdom
1058,13780.0,3128.0,57,2247920.3509999095,5,3,2,Potential Loyalist,United Kingdom
1059,13781.0,3371.0,17,2248048.1909999107,1,2,2,At Risk,United Kingdom
1060,13782.0,3133.0,115,2248960.190999907,5,4,2,Customers needing Attention,United Kingdom
1061,13784.0,3130.0,31,2251422.9809999075,5,3,2,Potential Loyalist,United Kingdom
1062,13786.0,3488.0,7,2251653.3809999074,1,1,2,Hibernating,United Kingdom
1063,13787.0,3196.0,31,2251962.420999908,2,3,2,Customers needing Attention,United Kingdom
1064,13790.0,3125.0,45,2252311.220999909,5,3,2,Potential Loyalist,United Kingdom
1065,13791.0,3248.0,11,2253827.220999909,2,1,2,About to Sleep,United Kingdom
1066,13792.0,3187.0,13,2254022.77099991,3,1,2,Potential Loyalist,United Kingdom
1067,13798.0,3122.0,349,2291176.620999911,5,5,2,Customers needing Attention,United Kingdom
1068,13799.0,3237.0,39,2291865.4809999117,2,3,2,Customers needing Attention,United Kingdom
1069,13800.0,3430.0,33,2292423.8009999134,1,3,2,At Risk,United Kingdom
1070,13801.0,3187.0,23,2292748.600999914,3,2,2,Potential Loyalist,United Kingdom
1071,13802.0,3259.0,60,2297348.020999913,2,4,2,At Risk,United Kingdom
1072,13803.0,3376.0,17,2297625.0909999134,1,2,2,At Risk,United Kingdom
1073,13804.0,3151.0,137,2300260.8809999106,4,5,2,Customers needing Attention,United Kingdom
1074,13805.0,3173.0,13,2301185.4809999103,3,1,2,Potential Loyalist,United Kingdom
1075,13806.0,3184.0,10,2301441.86099991,3,1,2,Potential Loyalist,United Kingdom
1076,13807.0,3488.0,7,2301554.46099991,1,1,2,Hibernating,United Kingdom
1077,13808.0,3126.0,76,2303302.120999911,5,4,2,Customers needing Attention,United Kingdom
1078,13809.0,3426.0,12,2303457.1709999116,1,1,2,Hibernating,Cyprus
1079,13810.0,3149.0,35,2304956.180999912,4,3,2,Potential Loyalist,Germany
1080,13811.0,3304.0,13,2305770.680999912,1,1,2,Hibernating,Germany
1081,13812.0,3163.0,36,2306309.6809999123,3,3,2,Potential Loyalist,Germany
1082,13813.0,3160.0,69,2307676.5409999103,3,4,2,Customers needing Attention,Germany
1083,13814.0,3213.0,57,2309255.6609999114,2,3,2,Customers needing Attention,Germany
1084,13815.0,3143.0,176,2313283.0209999112,4,5,2,Customers needing Attention,Germany
1085,13816.0,3144.0,28,2313854.690999911,4,2,2,Potential Loyalist,Germany
1086,13817.0,3150.0,24,2314237.670999912,4,2,2,Potential Loyalist,Germany
1087,13819.0,3422.0,36,2315378.0209999126,1,3,2,At Risk,United Kingdom
1088,13821.0,3265.0,59,2315763.6609999132,2,4,2,At Risk,United Kingdom
1089,13822.0,3126.0,96,2316395.660999914,5,4,2,Customers needing Attention,United Kingdom
1090,13823.0,3139.0,40,2317353.3209999152,4,3,2,Potential Loyalist,United Kingdom
1091,13824.0,3153.0,46,2319052.260999915,4,3,2,Potential Loyalist,United Kingdom
1092,13826.0,3297.0,10,2319241.7609999157,2,1,2,About to Sleep,United Kingdom
1093,13827.0,3178.0,93,2319653.8109999234,3,4,2,Customers needing Attention,United Kingdom
1094,13828.0,3143.0,15,2319863.3009999245,4,2,2,Potential Loyalist,United Kingdom
1095,13831.0,3137.0,74,2322066.290999926,4,4,2,Customers needing Attention,United Kingdom
1096,13832.0,3140.0,3,2322118.490999926,4,1,2,Potential Loyalist,United Kingdom
1097,13833.0,3280.0,29,2322503.290999925,2,2,2,Customers needing Attention,United Kingdom
1098,13835.0,3146.0,55,2323337.8609999246,4,3,2,Potential Loyalist,United Kingdom
1099,13837.0,3332.0,19,2323609.100999925,1,2,2,At Risk,United Kingdom
1100,13838.0,3126.0,174,2324300.8309999336,5,5,2,Customers needing Attention,United Kingdom
1101,13841.0,3373.0,1,2324385.8309999336,1,1,2,Hibernating,United Kingdom
1102,13842.0,3179.0,206,2327771.450999936,3,5,2,Customers needing Attention,United Kingdom
1103,13844.0,3132.0,20,2328133.0709999353,5,2,2,Potential Loyalist,United Kingdom
1104,13845.0,3185.0,9,2328446.0509999353,3,1,2,Potential Loyalist,United Kingdom
1105,13846.0,3145.0,55,2329311.1109999353,4,3,2,Potential Loyalist,United Kingdom
1106,13848.0,3213.0,5,2330566.1109999353,2,1,2,About to Sleep,United Kingdom
1107,13849.0,3172.0,101,2332104.060999935,3,4,2,Customers needing Attention,United Kingdom
1108,13850.0,3250.0,93,2333699.5409999313,2,4,2,At Risk,United Kingdom
1109,13851.0,3216.0,81,2336351.0009999317,2,4,2,At Risk,United Kingdom
1110,13853.0,3178.0,23,2337441.140999929,3,2,2,Potential Loyalist,United Kingdom
1111,13854.0,3129.0,110,2345550.660999933,5,4,2,Customers needing Attention,United Kingdom
1112,13856.0,3289.0,14,2345939.1609999333,2,1,2,About to Sleep,United Kingdom
1113,13858.0,3178.0,11,2346155.3309999336,3,1,2,Potential Loyalist,United Kingdom
1114,13859.0,3447.0,28,2346356.4909999347,1,2,2,At Risk,United Kingdom
1115,13860.0,3122.0,76,2347602.390999936,5,4,2,Customers needing Attention,United Kingdom
1116,13862.0,3139.0,139,2349811.750999937,4,5,2,Customers needing Attention,United Kingdom
1117,13863.0,3368.0,20,2350117.5309999366,1,2,2,At Risk,United Kingdom
1118,13865.0,3179.0,30,2350619.0909999367,3,3,2,Potential Loyalist,United Kingdom
1119,13866.0,3195.0,7,2350764.760999937,2,1,2,About to Sleep,United Kingdom
1120,13867.0,3152.0,61,2351780.050999939,4,4,2,Customers needing Attention,United Kingdom
1121,13868.0,3128.0,33,2354972.590999939,5,3,2,Potential Loyalist,United Kingdom
1122,13869.0,3244.0,307,2358077.5409999345,2,5,2,At Risk,United Kingdom
1123,13870.0,3123.0,115,2360848.4809999326,5,4,2,Customers needing Attention,United Kingdom
1124,13871.0,3143.0,336,2367251.7309999256,4,5,2,Customers needing Attention,United Kingdom
1125,13873.0,3240.0,23,2367641.330999925,2,2,2,Customers needing Attention,United Kingdom
1126,13874.0,3479.0,18,2368181.7809999255,1,2,2,At Risk,United Kingdom
1127,13875.0,3174.0,104,2369968.5709999255,3,4,2,Customers needing Attention,United Kingdom
1128,13876.0,3184.0,7,2370091.270999925,3,1,2,Potential Loyalist,United Kingdom
1129,13877.0,3207.0,3,2370208.5109999254,2,1,2,About to Sleep,United Kingdom
1130,13878.0,3175.0,36,2371490.040999925,3,3,2,Potential Loyalist,United Kingdom
1131,13880.0,3142.0,165,2374709.8109999257,4,5,2,Customers needing Attention,United Kingdom
1132,13881.0,3124.0,178,2391869.3309999253,5,5,2,Customers needing Attention,United Kingdom
1133,13882.0,3123.0,65,2393060.4609999256,5,4,2,Customers needing Attention,United Kingdom
1134,13883.0,3131.0,142,2395734.9409999265,5,5,2,Customers needing Attention,United Kingdom
1135,13884.0,3128.0,59,2396522.540999926,5,4,2,Customers needing Attention,United Kingdom
1136,13885.0,3310.0,28,2397029.340999926,1,2,2,At Risk,United Kingdom
1137,13886.0,3192.0,16,2397272.900999926,3,2,2,Potential Loyalist,United Kingdom
1138,13887.0,3325.0,19,2397622.4509999263,1,2,2,At Risk,United Kingdom
1139,13888.0,3240.0,40,2398228.080999925,2,3,2,Customers needing Attention,United Kingdom
1140,13889.0,3213.0,15,2398644.9809999247,2,2,2,Customers needing Attention,United Kingdom
1141,13890.0,3122.0,110,2400528.790999926,5,4,2,Customers needing Attention,United Kingdom
1142,13892.0,3147.0,27,2401161.760999926,4,2,2,Potential Loyalist,United Kingdom
1143,13893.0,3418.0,21,2401982.860999925,1,2,2,At Risk,United Kingdom
1144,13894.0,3144.0,27,2402547.480999926,4,2,2,Potential Loyalist,United Kingdom
1145,13895.0,3149.0,118,2405140.550999926,4,4,2,Customers needing Attention,United Kingdom
1146,13897.0,3171.0,17,2405451.710999926,3,2,2,Potential Loyalist,United Kingdom
1147,13898.0,3446.0,12,2405607.6409999263,1,1,2,Hibernating,United Kingdom
1148,13899.0,3137.0,19,2405996.1609999267,4,2,2,Potential Loyalist,United Kingdom
1149,13900.0,3304.0,43,2406737.1109999265,1,3,2,At Risk,United Kingdom
1150,13901.0,3193.0,149,2409604.310999929,2,5,2,At Risk,United Kingdom
1151,13904.0,3158.0,26,2409936.9509999296,3,2,2,Potential Loyalist,United Kingdom
1152,13908.0,3200.0,122,2412306.500999926,2,5,2,At Risk,United Kingdom
1153,13911.0,3178.0,148,2414887.4109999267,3,5,2,Customers needing Attention,United Kingdom
1154,13914.0,3132.0,33,2415513.860999927,5,3,2,Potential Loyalist,United Kingdom
1155,13917.0,3170.0,18,2415785.9009999274,3,2,2,Potential Loyalist,United Kingdom
1156,13918.0,3170.0,30,2416998.7409999263,3,3,2,Potential Loyalist,United Kingdom
1157,13919.0,3180.0,28,2417383.550999926,3,2,2,Potential Loyalist,Denmark
1158,13922.0,3472.0,7,2417555.800999926,1,1,2,Hibernating,United Kingdom
1159,13923.0,3174.0,20,2417906.930999926,3,2,2,Potential Loyalist,United Kingdom
1160,13924.0,3122.0,117,2419745.7809999287,5,4,2,Customers needing Attention,United Kingdom
1161,13925.0,3213.0,41,2420424.0309999306,2,3,2,Customers needing Attention,United Kingdom
1162,13926.0,3144.0,11,2420647.8809999307,4,1,2,Potential Loyalist,United Kingdom
1163,13927.0,3195.0,21,2420996.8709999304,2,2,2,Customers needing Attention,United Kingdom
1164,13928.0,3131.0,27,2421461.44099993,5,2,2,Potential Loyalist,United Kingdom
1165,13929.0,3290.0,9,2422304.0909999306,2,1,2,About to Sleep,United Kingdom
1166,13930.0,3178.0,17,2422641.430999931,3,2,2,Potential Loyalist,United Kingdom
1167,13931.0,3216.0,58,2423878.9609999307,2,3,2,Customers needing Attention,United Kingdom
1168,13932.0,3415.0,16,2424186.360999931,1,2,2,At Risk,United Kingdom
1169,13933.0,3230.0,23,2424795.1509999316,2,2,2,Customers needing Attention,United Kingdom
1170,13934.0,3384.0,31,2425717.2509999303,1,3,2,At Risk,United Kingdom
1171,13936.0,3300.0,26,2426093.830999929,2,2,2,Customers needing Attention,United Kingdom
1172,13937.0,3290.0,9,2426252.680999929,2,1,2,About to Sleep,United Kingdom
1173,13938.0,3156.0,7,2426324.340999929,3,1,2,Potential Loyalist,United Kingdom
1174,13939.0,3144.0,45,2426892.8909999286,4,3,2,Potential Loyalist,United Kingdom
1175,13940.0,3138.0,49,2427732.030999929,4,3,2,Potential Loyalist,United Kingdom
1176,13941.0,3142.0,45,2432844.990999927,4,3,2,Potential Loyalist,United Kingdom
1177,13946.0,3200.0,11,2433406.560999927,2,1,2,About to Sleep,United Kingdom
1178,13947.0,3186.0,5,2433497.1609999267,3,1,2,Potential Loyalist,United Kingdom
1179,13948.0,3481.0,3,2433599.1609999263,1,1,2,Hibernating,United Kingdom
1180,13949.0,3123.0,160,2436026.4809999317,5,5,2,Customers needing Attention,United Kingdom
1181,13950.0,3132.0,35,2436771.5409999317,5,3,2,Potential Loyalist,United Kingdom
1182,13951.0,3297.0,39,2437445.990999932,2,3,2,Customers needing Attention,United Kingdom
1183,13952.0,3338.0,137,2440697.061999933,1,5,2,At Risk,United Kingdom
1184,13953.0,3128.0,20,2444212.7419999326,5,2,2,Potential Loyalist,United Kingdom
1185,13954.0,3122.0,25,2444652.661999933,5,2,2,Potential Loyalist,United Kingdom
1186,13955.0,3275.0,33,2444975.621999933,2,3,2,Customers needing Attention,United Kingdom
1187,13956.0,3126.0,152,2446002.041999938,5,5,2,Customers needing Attention,United Kingdom
1188,13959.0,3200.0,92,2446600.2419999386,2,4,2,At Risk,United Kingdom
1189,13960.0,3142.0,12,2446830.461999939,4,1,2,Potential Loyalist,United Kingdom
1190,13962.0,3142.0,11,2447000.011999939,4,1,2,Potential Loyalist,United Kingdom
1191,13963.0,3429.0,35,2447664.5519999387,1,3,2,At Risk,United Kingdom
1192,13967.0,3266.0,2,2447745.251999939,2,1,2,About to Sleep,United Kingdom
1193,13969.0,3128.0,626,2456799.191999934,5,5,2,Customers needing Attention,United Kingdom
1194,13971.0,3139.0,149,2459557.4519999316,4,5,2,Customers needing Attention,United Kingdom
1195,13972.0,3191.0,15,2459747.701999931,3,2,2,Potential Loyalist,United Kingdom
1196,13973.0,3408.0,11,2460012.4019999313,1,1,2,Hibernating,United Kingdom
1197,13974.0,3170.0,28,2460425.991999932,3,2,2,Potential Loyalist,United Kingdom
1198,13975.0,3152.0,338,2462952.27199993,4,5,2,Customers needing Attention,United Kingdom
1199,13976.0,3327.0,10,2463310.25199993,1,1,2,Hibernating,United Kingdom
1200,13978.0,3135.0,15,2463507.041999931,5,2,2,Potential Loyalist,United Kingdom
1201,13979.0,3194.0,54,2464376.9119999306,2,3,2,Customers needing Attention,United Kingdom
1202,13980.0,3181.0,11,2464577.0519999308,3,1,2,Potential Loyalist,United Kingdom
1203,13982.0,3160.0,111,2466448.861999929,3,4,2,Customers needing Attention,United Kingdom
1204,13983.0,3150.0,107,2469052.2919999305,4,4,2,Customers needing Attention,United Kingdom
1205,13984.0,3147.0,16,2469972.8019999308,4,2,2,Potential Loyalist,United Kingdom
1206,13985.0,3125.0,351,2477032.9319999246,5,5,2,Customers needing Attention,United Kingdom
1207,13986.0,3138.0,13,2477353.3919999246,4,1,2,Potential Loyalist,United Kingdom
1208,13988.0,3140.0,234,2481501.351999923,4,5,2,Customers needing Attention,United Kingdom
1209,13989.0,3186.0,41,2482767.431999922,3,3,2,Potential Loyalist,United Kingdom
1210,13990.0,3334.0,16,2483078.7319999225,1,2,2,At Risk,United Kingdom
1211,13991.0,3133.0,84,2483934.7019999227,5,4,2,Customers needing Attention,United Kingdom
1212,13992.0,3151.0,5,2484011.5019999226,4,1,2,Potential Loyalist,United Kingdom
1213,13993.0,3163.0,121,2487477.8619999206,3,4,2,Customers needing Attention,United Kingdom
1214,13994.0,3124.0,155,2489791.0019999254,5,5,2,Customers needing Attention,United Kingdom
1215,13995.0,3136.0,86,2491184.6919999253,4,4,2,Customers needing Attention,United Kingdom
1216,13999.0,3131.0,208,2495086.5019999202,5,5,2,Customers needing Attention,United Kingdom
1217,14000.0,3332.0,15,2495722.1619999204,1,2,2,At Risk,United Kingdom
1218,14001.0,3166.0,39,2497765.2419999195,3,3,2,Potential Loyalist,United Kingdom
1219,14002.0,3255.0,47,2498294.9719999195,2,3,2,Customers needing Attention,United Kingdom
1220,14004.0,3164.0,171,2502877.611999916,3,5,2,Customers needing Attention,United Kingdom
1221,14005.0,3130.0,84,2505752.3319999157,5,4,2,Customers needing Attention,United Kingdom
1222,14006.0,3236.0,30,2506714.521999915,2,3,2,Customers needing Attention,United Kingdom
1223,14009.0,3319.0,42,2507410.131999914,1,3,2,At Risk,United Kingdom
1224,14012.0,3398.0,11,2507738.9319999143,1,1,2,Hibernating,United Kingdom
1225,14013.0,3231.0,34,2508211.951999915,2,3,2,Customers needing Attention,United Kingdom
1226,14014.0,3198.0,39,2508717.131999915,2,3,2,Customers needing Attention,United Kingdom
1227,14015.0,3173.0,20,2509634.471999915,3,2,2,Potential Loyalist,United Kingdom
1228,14016.0,3282.0,161,2513975.681999915,2,5,2,At Risk,EIRE
1229,14019.0,3167.0,66,2515397.291999915,3,4,2,Customers needing Attention,United Kingdom
